Codi_centre;Denominació_completa;Nom_naturalesa;Nom_municipi
08034011;Institut Frederic Mompou;Públic;Sant Vicenç dels Horts
08034035;Institut Federica Montseny;Públic;Badia del Vallès
08034059;Institut Nicolau Copèrnic;Públic;Terrassa
08034060;Escola Mossèn Cinto Verdaguer;Públic;Rubí
08034084;Escola Can Roca;Públic;Castelldefels
08034096;Escola Antoni Gaudí;Públic;Castelldefels
08034102;Escola Josep Maria Madorell;Públic;Molins de Rei
08034126;Escola Pau Boada;Públic;Vilafranca del Penedès
08034138;Institut Poblenou;Públic;Barcelona
08034141;Freta;Privat;Mataró
08034163;Centre Pilot  Sant Just Desvern;Privat;Sant Just Desvern
08034187;Institut Domènec Perramon;Públic;Arenys de Munt
08034205;Institut La Guineueta;Públic;Barcelona
08034217;Institut Bernat el Ferrer;Públic;Molins de Rei
08034229;Escola Bonavista;Públic;Castellar del Vallès
08034242;Escola Pablo Neruda;Públic;L'Hospitalet de Llobregat
08034266;Escola Joan Maragall;Públic;L'Hospitalet de Llobregat
08034278;Escola Vicente Aleixandre;Públic;Martorell
08034291;CEE Escola Llevant;Públic;Badalona
08034308;L'Arboç;Privat;Mataró
08034321;Escola Torre Llauder;Públic;Mataró
08034333;Escola La Llàntia;Públic;Mataró
08034357;Escola Vista Alegre;Públic;Mataró
08034382;Escola Ramon Llull;Públic;Rubí
08034400;Escola Antoni Gaudí;Públic;Sant Boi de Llobregat
08034412;Escola Can Massallera;Públic;Sant Boi de Llobregat
08034448;Escola Santa Eulàlia;Públic;Sant Pere de Ribes
08034461;Escola Bernat de Mogoda;Públic;Santa Perpètua de Mogoda
08034485;Escola Joan Marquès i Casals;Públic;Terrassa
08034497;Escola L'Aragai;Públic;Vilanova i la Geltrú
08034527;Escola Ramon Muntaner;Públic;L'Hospitalet de Llobregat
08034564;Institut Les Corts;Públic;Barcelona
08034576;Institut Joan Salvat i Papasseit;Públic;Barcelona
08034591;Institut Joan Oliver;Públic;Sabadell
08034606;Institut Baix Montseny;Públic;Sant Celoni
08034621;Institut de Sales;Públic;Viladecans
08034643;Institut Les Vinyes;Públic;Santa Coloma de Gramenet
08034667;Escola Esteve Barrachina;Públic;Sitges
08034709;Institut Narcís Monturiol;Públic;Barcelona
08034734;Escola Camí del Mig;Públic;Mataró
08034746;Escola Rocafonda;Públic;Mataró
08034783;Escola Elvira Cuyàs;Públic;Montcada i Reixac
08034795;Escola Heurom - ZER Alt Lluçanès;Públic;Perafita
08034801;L'Heura;Privat;Terrassa
08034837;Escola Bernat Desclot;Públic;L'Hospitalet de Llobregat
08034850;Escola Pau Casals;Públic;L'Hospitalet de Llobregat
08034862;Escola Ausiàs March;Públic;L'Hospitalet de Llobregat
08034904;Escola Emili Carles i Tolrà;Públic;Castellar del Vallès
08034916;Joan Maragall;Privat;Badalona
08034965;Escola Margarida Xirgu;Públic;Badalona
08034989;Escola Catalunya;Públic;Sant Adrià de Besòs
08034990;Escola Parellada;Públic;Sant Boi de Llobregat
08035003;EA de Vic;Públic;Vic
08035015;López Vicu¦a;Privat;Barcelona
08035039;Institut Bonanova;Públic;Barcelona
08035064;Fàsia-Eixample;Privat;Barcelona
08035076;Montseny-Poblenou;Privat;Barcelona
08035091;Gavina;Privat;Barcelona
08035118;Isabel de Villena;Privat;Esplugues de Llobregat
08035143;Institut Miquel Martí i Pol;Públic;Cornellà de Llobregat
08035155;Institut Els Tres Turons;Públic;Arenys de Mar
08035167;Institut Barcelona-Congrés;Públic;Barcelona
08035209;Institut Pablo R. Picasso;Públic;Barcelona
08035222;Institut Manuel Blancafort;Públic;La Garriga
08035234;Institut Vil·la Romana;Públic;La Garriga
08035246;Institut Gelida;Públic;Gelida
08035258;Institut Apel·les Mestres;Públic;L'Hospitalet de Llobregat
08035283;Escola Reixac;Públic;Montcada i Reixac
08035295;Institut Palau Ausit;Públic;Ripollet
08035301;Institut Duc de Montblanc;Públic;Rubí
08035313;Institut Quercus;Públic;Sant Joan de Vilatorrada
08035325;Institut Torrent de les Bruixes;Públic;Santa Coloma de Gramenet
08035349;Institut La Romànica;Públic;Barberà del Vallès
08035350;Escola Sant Josep;Públic;Sant Vicenç dels Horts
08035362;Institut Alt Penedès;Públic;Vilafranca del Penedès
08035374;Sol-Ixent;Privat;Mataró
08035398;Escola Miguel Hernández;Públic;Badalona
08035404;Escola Joan Miró;Públic;Badalona
08035416;Escola Josep Boada;Públic;Badalona
08035428;Escola La Farigola del Clot;Públic;Barcelona
08035431;Escola Bogatell;Públic;Barcelona
08035441;Escola Catalònia;Públic;Barcelona
08035453;Escola Tomàs Moro;Públic;Barcelona
08035465;Escola Mare Nostrum;Públic;Barcelona
08035477;Escola Santiago Rusiñol;Públic;Barcelona
08035519;Escola Antoni Gaudí;Públic;Santa Coloma de Gramenet
08035532;L'Alba;Privat;Barcelona
08035544;CEE Josep Pla;Públic;Barcelona
08035568;Kensington School;Privat;Barcelona
08035593;Colegio Alemán de Barcelona;Privat;Esplugues de Llobregat
08035623;CEE Jeroni de Moragas;Públic;Cerdanyola del Vallès
08035672;Ramon y Cajal;Privat;Barcelona
08035684;Escola Marià Manent;Públic;Premià de Dalt
08035696;Escola Sant Julià;Públic;Sabadell
08035726;Roger de Llúria;Privat;Barcelona
08035787;Freta;Privat;Calella
08035805;Jaume Viladoms;Privat;Sabadell
08035842;Laia;Privat;Barcelona
08035854;Escola Llorens i Artigas;Públic;Badalona
08035878;Escola Pere de Tera;Públic;Badalona
08035881;Escola L'Areny;Públic;Cornellà de Llobregat
08035945;Escola La Carpa;Públic;L'Hospitalet de Llobregat
08035957;Escola Can Deu;Públic;Sabadell
08035969;Escola Joaquim Blume;Públic;Sabadell
08035994;Escola Salvador Espriu;Públic;Sant Feliu de Llobregat
08036007;Escola Pau Vila;Públic;Sant Feliu de Llobregat
08036044;Escola Pau Vila;Públic;Esparreguera
08036056;Escola Folch i Torres;Públic;Esplugues de Llobregat
08036101;Escola Sagrada Família;Públic;Santa Coloma de Gramenet
08036111;Escola Mas i Perera;Públic;Vilafranca del Penedès
08036135;Escola Joan Coret;Públic;Badalona
08036147;Escola Pau Picasso;Públic;Badalona
08036196;Carrilet;Privat;Barcelona
08036251;Els Arcs;Privat;Barcelona
08036275;L'Oreig;Privat;Pallejà
08036299;Acis;Privat;Barcelona
08036305;Jeroni de Moragas;Privat;Santpedor
08036317;Bellaire;Privat;Cerdanyola del Vallès
08036330;Institut J.V. Foix;Públic;Rubí
08036342;Escola Joan Llongueras;Públic;Badalona
08036366;Escola Lola Anglada;Públic;L'Hospitalet de Llobregat
08036378;Escola Charlie Rivel;Públic;L'Hospitalet de Llobregat
08036391;Institut Arquitecte Manuel Raspall;Públic;Cardedeu
08036411;Escola Saltells;Públic;Cerdanyola del Vallès
08036469;Urgell;Privat;Barcelona
08036691;LLI privada Copérnico;Privat;Barcelona
08036755;Solc Nou;Privat;Barcelona
08036871;Centre d'Estudis Catalunya;Privat;Barcelona
08036950;Santa Marta;Privat;L'Hospitalet de Llobregat
08036986;Betlem;Privat;Premià de Dalt
08036998;Institut La Vall del Tenes;Públic;Santa Eulàlia de Ronçana
08037000;Iris;Privat;Sant Vicenç dels Horts
08037036;LLI privada Guinyol;Privat;Barcelona
08037048;Petit Món-Felisa Bastida;Privat;Castelldefels
08037085;Santa Maria de Queralt;Privat;Berga
08037097;Crespinell;Privat;Terrassa
08037139;Centre Educatiu Projecte;Privat;Barcelona
08037152;Institut Joan Oró;Públic;Martorell
08037176;Institut La Bastida;Públic;Santa Coloma de Gramenet
08037206;Institut Lluís Companys;Públic;Ripollet
08037280;CEE Escola Viver Castell de Sant Foix;Públic;Santa Maria de Martorelles
08037292;CEE Centre de Formació i Treball Flor de Maig;Públic;Cerdanyola del Vallès
08037346;Santapau-Pifma;Privat;Barcelona
08037395;Monlau;Privat;Barcelona
08037504;Escola Montnegre;Públic;Sant Celoni
08037528;Escola Sant Domènec;Públic;Santa Margarida i els Monjos
08037553;Escola Municipal Salvador Llobet;Públic;Granollers
08037589;Villar;Privat;Barcelona
08037668;Ramar 2;Privat;Sabadell
08037681;Esclat;Privat;Barcelona
08037735;Balmes I;Privat;Sant Boi de Llobregat
08037747;Avenç;Privat;Sant Cugat del Vallès
08037814;Escola Alexandre Galí;Públic;Barcelona
08037841;Escola Splai;Públic;Barcelona
08037863;Escola Seat;Públic;Barcelona
08037875;Escola Rafael Casanova;Públic;Badalona
08037887;Escola Baldiri Reixac;Públic;Badalona
08037899;Escola Folch i Torres;Públic;Badalona
08037917;Escola Joan Miró;Públic;Canovelles
08037929;Escola Torre Barona;Públic;Castelldefels
08037930;Escola Margalló;Públic;Castelldefels
08037966;Escola Ignasi Iglésias;Públic;Cornellà de Llobregat
08037978;Escola Suris;Públic;Cornellà de Llobregat
08037981;Escola de L'Estany - ZER El Moianès Llevant;Públic;L'Estany
08037991;Escola Marcel·lí Moragas;Públic;Gavà
08038004;Escola Josep Janés;Públic;L'Hospitalet de Llobregat
08038031;Escola Rosa Sensat;Públic;El Masnou
08038041;Escola Federico García Lorca;Públic;Mollet del Vallès
08038065;Escola Montseny;Públic;Mollet del Vallès
08038077;Escola Can Parera;Públic;Montornès del Vallès
08038089;Escola Sant Esteve - ZER El Cardener;Públic;Sant Mateu de Bages
08038090;Escola Sant Jaume;Públic;El Prat de Llobregat
08038119;Centre de formació professional Pejoan;Privat;Barcelona
08038120;Edgar;Privat;Terrassa
08038156;Escola Escursell i Bartalot;Públic;Ripollet
08038168;Escola La Torreta;Públic;La Roca del Vallès
08038171;Escola Montessori;Públic;Rubí
08038181;Escola Serra i Húnter;Públic;Manresa
08038201;Escola La Baumeta - ZER Els Castells;Públic;Santa Maria de Besora
08038211;Escola José Juan Ortiz;Públic;Sant Andreu de la Barca
08038223;Escola Benviure;Públic;Sant Boi de Llobregat
08038247;Escola Pompeu Fabra;Públic;Vilanova del Camí
08038259;Escola Antoni Tàpies;Públic;Sant Boi de Llobregat
08038260;Escola Joan Maragall;Públic;Sant Cugat del Vallès
08038272;Escola García Lorca;Públic;Santa Margarida de Montbui
08038284;Escola La Guàrdia;Públic;Sant Vicenç dels Horts
08038314;Escola Mare de Déu de Montserrat;Públic;Terrassa
08038326;Escola El Vallès;Públic;Terrassa
08038351;Escola Xarau;Públic;Cerdanyola del Vallès
08038363;Cons. de Música de Badalona;Públic;Badalona
08038387;Cons. de Música Municipal de Barcelona;Públic;Barcelona
08038399;E.S.Art Dramat. de l'Institut del Teatre;Públic;Barcelona
08038405;Cent.Sup.Música Liceu;Privat;Barcelona
08038466;Cons. de Música de Sabadell;Públic;Sabadell
08038478;Cons. de Música de Terrassa;Públic;Terrassa
08038481;Esc. de Música Municipal Mestre Montserrat;Públic;Vilanova i la Geltrú
08038511;Centre Autor. de Grau Mitja i Super. d'APD Elisava;Privat;Barcelona
08038533;EA Massana;Públic;Barcelona
08038545;EA Municipal Arsenal;Públic;Vilafranca del Penedès
08038557;EA de Terrassa;Públic;Terrassa
08038569;EA de Vilanova i la Geltrú;Públic;Vilanova i la Geltrú
08038570;EOI de Barcelona;Públic;Barcelona
08038582;Escola Catalunya;Públic;Sabadell
08038594;Cons. de Música de Manresa;Públic;Manresa
08038673;Dolmen;Privat;L'Hospitalet de Llobregat
08038867;Jaume Balmes;Privat;L'Hospitalet de Llobregat
08039057;Institut L'Alzina;Públic;Barcelona
08039069;Institut Margarida Xirgu;Públic;L'Hospitalet de Llobregat
08039082;LLI privada El Camí Feliç Turó Parc;Privat;Barcelona
08039136;Bon Soleil;Privat;Gavà
08039203;Institut Agustí Serra i Fontanet;Públic;Sabadell
08039215;Casals-Gràcia;Privat;Manlleu
08039264;Escola Mestres Munguet-Cortés;Públic;Vilanova del Vallès
08039288;Escola Renaixença;Públic;Mediona
08039291;Escola Cristòfor Mestre;Públic;Vilafranca del Penedès
08039306;Escola Els Pins - ZER El Moianès Ponent;Públic;Sallent
08039318;Escola Puigberenguer;Públic;Manresa
08039343;Escola Josep Ferrà i Esteva;Públic;Olesa de Montserrat
08039355;Escola Ramon Llull;Públic;El Prat de Llobregat
08039367;Escola Josep Pla;Públic;Sant Andreu de la Barca
08039379;Escola Rafael Casanova;Públic;Sant Boi de Llobregat
08039380;Escola Germans Amat i Targa;Públic;Viladecans
08039434;Escola Doctor Ferran i Clua;Públic;Barcelona
08039471;Escola Mercè Rodoreda;Públic;Barcelona
08039483;Escola Els Horts;Públic;Barcelona
08039495;Escola La Palmera;Públic;Barcelona
08039525;Escola La Sedeta;Públic;Barcelona
08039537;Escola Torrent d'en Melis;Públic;Barcelona
08039562;Escola Prat de la Manta;Públic;L'Hospitalet de Llobregat
08039574;Escola Pau Sans;Públic;L'Hospitalet de Llobregat
08039586;Escola L'Arjau;Públic;Vilanova i la Geltrú
08039598;Escola Sant Miquel del Cros;Públic;Argentona
08039604;Escola Francesc Ferrer i Guàrdia;Públic;El Masnou
08039616;Escola Camí del Cros;Públic;Mataró
08039628;Escola Pompeu Fabra;Públic;Manlleu
08039631;Escola L'Agullola;Públic;Rupit i Pruit
08039641;Escola Pablo Picasso;Públic;Barberà del Vallès
08039653;Escola Agustí Bartra;Públic;Terrassa
08039665;Escola Lanaspa-Giralt;Públic;Terrassa
08039677;Escola Congost;Públic;Canovelles
08039690;Escola Germans Corbella;Públic;Cardedeu
08039707;Escola Tagamanent;Públic;La Garriga
08039719;Escola Les Planes;Públic;La Llagosta
08039744;Escola del Pont Trencat - ZER Baix Montseny;Públic;Santa Maria de Palautordera
08039768;Tarrés;Privat;Sabadell
08039835;Escola de les Aigües;Públic;Barcelona
08039872;Esc. de Música Municipal;Públic;Olesa de Montserrat
08039896;Escola Bellaterra;Públic;Cerdanyola del Vallès
08039963;Fàsia-Sarrià;Privat;Barcelona
08039987;L'Horitzó;Privat;Barcelona
08040001;Bergantí;Privat;El Masnou
08040011;EA de Sant Cugat del Vallès;Públic;Sant Cugat del Vallès
08040035;Oak House British School;Privat;Barcelona
08040047;CEE Josep Sol i Rodríguez;Públic;Santa Coloma de Gramenet
08040059;Escola Joan Salvat i Papasseit;Públic;Santa Coloma de Gramenet
08040060;Escola del Mar;Públic;Vilassar de Mar
08040096;Centre Aut Grau Sup.APD Groc;Privat;Barcelona
08040126;Lyceé Français de Barcelone;Privat;Barcelona
08040138;Institut La Sedeta;Públic;Barcelona
08040141;Institut Icària;Públic;Barcelona
08040199;Padre Damián Sagrados Corazones;Privat;Barcelona
08040217;Escuela Suiza;Privat;Barcelona
08040266;Institució Igualada;Privat;Jorba
08040333;Escola Bernat Metge;Públic;El Prat de Llobregat
08040345;Escola Mercè Rodoreda;Públic;Badalona
08040357;CEE Folch i Camarasa;Públic;Barcelona
08040382;Escola Mercè Rodoreda;Públic;Santa Coloma de Gramenet
08040400;Escola Amadeu Vives;Públic;Sabadell
08040412;Escola El Margalló;Públic;Vilanova i la Geltrú
08040527;Institut La Llauna;Públic;Badalona
08040539;Institut Les Marines;Públic;Castelldefels
08040540;Institut El Cairat;Públic;Esparreguera
08040552;Institut Antoni Pous i Argila;Públic;Manlleu
08040564;Institut Jaume Almera;Públic;Vilassar de Dalt
08040618;Escola Can Vidalet;Públic;Esplugues de Llobregat
08040631;LLI privada Patufet;Privat;Gavà
08040643;Esc. de Música Municipal Victòria dels Àngels;Públic;Sant Cugat del Vallès
08040655;Esc. de Música Municipal Can Roig i Torres;Públic;Santa Coloma de Gramenet
08040710;Esc. de Música Municipal Julià Canals;Públic;Molins de Rei
08040825;Esc. de Música Municipal;Públic;Berga
08040837;Esc. Mús. i D. Municipal d'Esparreguera;Públic;Esparreguera
08040849;Institut Fort Pius;Públic;Barcelona
08040904;Frandaser;Privat;Viladecans
08041003;Esc. de Música de l'Orfeó Gracienc;Privat;Barcelona
08041052;Santa María del Pino;Privat;Alella
08041076;Taiga;Privat;Barcelona
08041131;Escola Sant Antoni;Públic;Sant Vicenç dels Horts
08041167;Escola Josep Carner;Públic;Badalona
08041179;Escola Mestre Enric Gibert i Camins;Públic;Barcelona
08041180;Escola Rosselló Pòrcel;Públic;Santa Coloma de Gramenet
08041210;Escola del Bosc;Públic;Barberà del Vallès
08041222;Escola Can Cladellas;Públic;Palau-solità i Plegamans
08041234;Escola Collserola;Públic;Sant Cugat del Vallès
08041246;Escola Francesc Aldea i Pérez;Públic;Terrassa
08041374;Institut La Mallola;Públic;Esplugues de Llobregat
08041490;Centre Xamfrà-Taller Sant Miquel;Privat;Sant Feliu de Llobregat
08041519;Institut Martí Dot;Públic;Sant Feliu de Llobregat
08041520;Escola de Dansa Eulàlia Blasi;Privat;Barcelona
08041544;Colegio Japonés de Barcelona;Privat;Sant Cugat del Vallès
08041556;Escola Montseny;Públic;Sant Just Desvern
08041568;Escola Jungfrau;Públic;Badalona
08041571;Escola Artur Martorell;Públic;Badalona
08041581;Escola Gitanjali;Públic;Badalona
08041601;Escola Torre de la Llebre;Públic;Rubí
08041611;Escola Joanot Alisanda;Públic;Sabadell
08041623;Esc. de Música Luthier;Privat;Barcelona
08041647;Escola Ponent;Públic;Granollers
08041659;Escola Mestres Montaña;Públic;Granollers
08041660;Escola Pont de la Cadena;Públic;Molins de Rei
08041672;Escola Creu Alta;Públic;Sabadell
08041684;Escola Espai 3;Públic;Sant Joan Despí
08041696;Escola Vaixell Burriac;Públic;Vilassar de Mar
08041714;Escola Les Basseroles;Públic;Seva
08041726;Escola Roc Blanc;Públic;Viladecavalls
08041738;The American School of Barcelona;Privat;Esplugues de Llobregat
08041741;Ceir - Arco Aragó;Privat;Barcelona
08041751;Escola La Caixa;Públic;Barcelona
08041829;The Benjamin Franklin International School;Privat;Barcelona
08041842;Granja-Escola Sinaí;Privat;Barcelona
08041854;Corazón Inmaculado de María;Privat;Sentmenat
08041866;Institut El Calamot;Públic;Gavà
08041911;Escola Els Pins;Públic;Barcelona
08041933;Institut Rubió i Tudurí;Públic;Barcelona
08041969;Escola Pau Vila;Públic;Barcelona
08041970;Escola Tres Pins;Públic;Barcelona
08042019;Institut Badalona VII;Públic;Badalona
08042020;Institut Vallès;Públic;Sabadell
08042044;Institut Mig-Món;Públic;Súria
08042056;Institut Can Puig;Públic;Sant Pere de Ribes
08042093;Institut Vinyes Velles;Públic;Montornès del Vallès
08042101;Institut Manuel Vázquez Montalbán;Públic;Sant Adrià de Besòs
08042196;EA de Manresa;Públic;Manresa
08042287;Escola Salvador Espriu;Públic;Granollers
08042299;Escola Sant Miquel;Públic;Cornellà de Llobregat
08042305;Escola Joan Miró;Públic;Barcelona
08042329;Escola Els Xiprers;Públic;Barcelona
08042330;Institut Sant Ramon;Públic;Cardona
08042342;Institut de Badia del Vallès;Públic;Badia del Vallès
08042354;EA La Industrial;Públic;Barcelona
08042411;Esc. de Música Municipal Joan Valls;Públic;Caldes de Montbui
08042469;Esc. de Música Municipal de la Garriga Josep Aymerich;Públic;La Garriga
08042524;Esc. de Música Centre d'Educació Musical;Privat;Terrassa
08042551;Esc. de Música Municipal;Públic;Sant Feliu de Llobregat
08042561;Cons. de Música Mestre Joan Just i Bertran;Públic;Igualada
08042573;Institut Lluïsa Cura;Públic;Barcelona
08042585;CEE Pont del Dragó;Públic;Barcelona
08042664;Solc;Privat;Barcelona
08042767;Perrault;Privat;L'Hospitalet de Llobregat
08042780;Escola Josep Maria Jujol;Públic;Barcelona
08042792;Escola Damià Mateu;Públic;Llinars del Vallès
08042809;Escola Galileo Galilei;Públic;El Prat de Llobregat
08042810;Escola Charles Darwin;Públic;El Prat de Llobregat
08042834;Escola Can Palmer;Públic;Viladecans
08042846;CFA Cornellà de Llobregat;Públic;Cornellà de Llobregat
08042858;CFA Els Tarongers;Públic;Mataró
08042861;Escola Lola Anglada;Públic;Esplugues de Llobregat
08042871;Escola Patufet Sant Jordi-Francesc Batallé i Ara;Públic;L'Hospitalet de Llobregat
08042883;Escola Sant Josep - El Pi;Públic;L'Hospitalet de Llobregat
08042895;Escola Schola;Públic;Rubí
08043000;Esc. de Música Municipal;Públic;Navarcles
08043012;EA Illa;Públic;Sabadell
08043024;Esc. de Música Aula de Música 7;Privat;Barcelona
08043085;Esc. Mús. i D. Estudi Teresa Maria;Privat;Premià de Mar
08043103;Escola Antoni Balmanya;Públic;Barcelona
08043115;Escola Provençals;Públic;Barcelona
08043255;Escola Ítaca;Públic;Barcelona
08043267;Escola Pau Casals-Gràcia;Públic;Barcelona
08043279;Escola Pompeu Fabra;Públic;Barcelona
08043292;Escola Tabor;Públic;Barcelona
08043310;Escola Edumar;Públic;Castelldefels
08043322;Esc. de Música Municipal Roser Cabanas;Públic;Cornellà de Llobregat
08043334;Escola Alexandre Galí;Públic;Cornellà de Llobregat
08043346;Escola Montserrat;Públic;Esparreguera
08043361;Escola El Turó;Públic;Montcada i Reixac
08043371;Escola La Lió;Públic;Premià de Mar
08043383;Escola Nostra Llar;Públic;Sabadell
08043395;Institut Alexandre de Riquer;Públic;Calaf
08043401;Escola Barrufet;Públic;Sant Boi de Llobregat
08043437;Escola Font de l'Alba;Públic;Terrassa
08043462;Institut Ernest Lluch;Públic;Barcelona
08043474;Escola L'Estel;Públic;Barcelona
08043486;Institut Manolo Hugué;Públic;Caldes de Montbui
08043498;Esc. Viticultura i Enolo. Mercè Rossell i Domènech;Públic;Sant Sadurní d'Anoia
08043504;Institut Pere Calders;Públic;Cerdanyola del Vallès
08043516;Institut Santa Eulàlia;Públic;Terrassa
08043528;Esc. de Música Municipal;Públic;Sant Joan de Vilatorrada
08043531;Nins-Nena Cases;Privat;Barcelona
08043553;Teide;Privat;Viladecans
08043589;Institut Salvador Dalí;Públic;El Prat de Llobregat
08043644;Institut Carles Vallbona;Públic;Granollers
08043656;Institut Marina;Públic;La Llagosta
08043668;Institut L'Estatut;Públic;Rubí
08043671;Institut El Palau;Públic;Sant Andreu de la Barca
08043681;Institut Marianao;Públic;Sant Boi de Llobregat
08043693;Institut Joaquim Mir;Públic;Vilanova i la Geltrú
08043723;Esc. de Música Municipal de Rubí;Públic;Rubí
08043747;Escola Baloo;Públic;Barcelona
08043759;L'Espill;Privat;Manresa
08043760;Escola Colònia Güell;Públic;Santa Coloma de Cervelló
08043784;Escola Àngels Garriga;Públic;Barcelona
08043796;Escola Barrufet;Públic;Barcelona
08043814;Escola Carlit;Públic;Barcelona
08043838;Escola Turó del Cargol;Públic;Barcelona
08043841;Escola Lavínia;Públic;Barcelona
08043851;Escola Nabí;Públic;Barcelona
08043863;Escola Orlandai;Públic;Barcelona
08043875;Escola Pit-Roig;Públic;Barcelona
08043887;Escola Sagrada Família;Públic;Barcelona
08043899;Escola Tàber;Públic;Barcelona
08043905;Escola El Dofí;Públic;Premià de Mar
08043917;Escola Cossetània;Públic;Vilanova i la Geltrú
08043929;Escola Llebetx;Públic;Vilanova i la Geltrú
08043930;Escola Marinada;Públic;El Masnou
08043942;Escola Montbui;Públic;Caldes de Montbui
08043954;Escola Ribatallada;Públic;Sabadell
08043966;Escola Heura;Públic;Barcelona
08043978;Institut Daniel Blanxart i Pedrals;Públic;Olesa de Montserrat
08043981;Institut Joan Ramon Benaprès;Públic;Sitges
08044016;Escola Flama;Públic;Sant Fruitós de Bages
08044028;CEE Horitzó;Públic;Pineda de Mar
08044041;EA EDRA;Públic;Rubí
08044053;Institut Salvador Seguí;Públic;Barcelona
08044065;Institut Galileo Galilei;Públic;Barcelona
08044077;EA Josep Serra i Abella;Públic;L'Hospitalet de Llobregat
08044120;CFA Freire;Públic;Barcelona
08044156;EA Deià;Públic;Barcelona
08044168;Institut Pla de les Moreres;Públic;Vilanova del Camí
08044181;Santo Tomás;Privat;Sant Boi de Llobregat
08044201;Escola Dovella;Públic;Barcelona
08044223;CEE L'Estel- Can Bori;Públic;L'Hospitalet de Llobregat
08044235;Esc. de Música Frederic Mompou;Públic;Matadepera
08044247;Escola Estel;Públic;Molins de Rei
08044296;Escola Salvador Espriu;Públic;Badalona
08044302;Escola Joan Abelló;Públic;Mollet del Vallès
08044314;Escola Andreu Castells;Públic;Sabadell
08044326;Roca;Privat;Barcelona
08044429;Àgora;Privat;Sant Cugat del Vallès
08044430;Escola La Garalda;Públic;Pallejà
08044454;Escola Pilarín Bayés;Públic;Sant Quirze del Vallès
08044508;Escola Ítaca;Públic;Badalona
08044511;EOI Barcelona-Vall d'Hebron;Públic;Barcelona
08044521;Escola Els Pinetons;Públic;La Garriga
08044533;Institut La Ferreria;Públic;Montcada i Reixac
08044545;Escola Collbaix;Públic;Sant Joan de Vilatorrada
08044569;Institut Pere Barnils;Públic;Centelles
08044570;Institut Vall d'Arús;Públic;Vallirana
08044582;EOI de L'Hospitalet de Llobregat;Públic;L'Hospitalet de Llobregat
08044594;Institut Giola;Públic;Llinars del Vallès
08044600;Institut Moianès;Públic;Moià
08044612;Institut Torre de Malla;Públic;Parets del Vallès
08044624;Institut Sabadell;Públic;Sabadell
08044636;EOI de Sabadell;Públic;Sabadell
08044648;Escola La Roda;Públic;Terrassa
08044715;Institut Jaume Mimó;Públic;Cerdanyola del Vallès
08044739;Nadís;Privat;Barcelona
08044776;Esc. de Música del Palau;Privat;Barcelona
08044788;Parc Estudi;Privat;Granollers
08044791;Joan Roca Guipúzcoa;Privat;Barcelona
08044818;Zurich;Privat;Barcelona
08044821;Santa Clara;Privat;Sabadell
08044909;Comercial Català;Privat;Barcelona
08044910;Escola El Turonet;Públic;Sant Quirze del Vallès
08044922;Institut Dr. Puigvert;Públic;Barcelona
08044934;Institut Escola d'Hoteleria i Turisme de Barcelona;Públic;Barcelona
08044958;Institut Josep Pla;Públic;Barcelona
08044961;ESCRBC de Catalunya;Públic;Barcelona
08044971;Institut Pere Fontdevila;Públic;Gironella
08044983;Institut Lluís Companys;Públic;Tordera
08044995;Institut Barres i Ones;Públic;Badalona
08045011;Institut Torre del Palau;Públic;Terrassa
08045021;Institut Estela Ibèrica;Públic;Santa Perpètua de Mogoda
08045033;Escola Montpalau;Públic;Pineda de Mar
08045045;Escola Mediterrània;Públic;Pineda de Mar
08045057;Escola El Sagrer;Públic;Barcelona
08045069;Balmes II;Privat;Sant Boi de Llobregat
08045070;Institut Europa;Públic;L'Hospitalet de Llobregat
08045100;Esc. de Música Municipal;Públic;Premià de Mar
08045161;Ginebró;Privat;Llinars del Vallès
08045203;Institut Obert de Catalunya;Públic;Barcelona
08045227;CEE Les Aigües;Públic;Mataró
08045239;Institut Escola Intermunicipal del Penedès;Públic;Sant Sadurní d'Anoia
08045240;Llar d'infants Quitxalla;Públic;Navàs
08045252;Escola Bressol Els Ninots;Públic;Lliçà de Vall
08045264;A. Hospitalària Hospital de la Sta Creu i S. Pau (Esc.per infants);Privat;Barcelona
08045276;Llar d'infants Can Folguera;Públic;Santa Perpètua de Mogoda
08045288;Llar d'infants Els Pins;Públic;Santa Perpètua de Mogoda
08045291;Llar d'infants Cucuruga;Públic;Esparreguera
08045306;Institut Ramon Casas i Carbó;Públic;Palau-solità i Plegamans
08045318;Escola Bressol L'Avet;Públic;Sant Pere de Torelló
08045331;Escola Bressol Municipal Tortuga;Públic;Granollers
08045355;Esc. de Música Taller de Músics;Privat;Barcelona
08045367;Llar d'infants Marrecs;Públic;Sant Just Desvern
08045380;Llar d'infants Patufet;Públic;Palau-solità i Plegamans
08045392;Llar d'infants El Sol;Públic;Palau-solità i Plegamans
08045410;Escola Bressol L'Espurna;Públic;Castellterçol
08045434;Llar d'infants Xiroi;Públic;Santa Margarida i els Monjos
08045446;Escola Bressol La Cuna;Públic;Parets del Vallès
08045461;Llar d'infants Els Garrofers;Públic;Sant Vicenç de Montalt
08045471;Institut Pompeu Fabra;Públic;Badalona
08045483;Institut Vila de Gràcia;Públic;Barcelona
08045495;EA d'Igualada;Públic;Igualada
08045513;Institut Flos i Calcat;Públic;Barcelona
